Player,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,PTS,+/-,MATCHUP
Marcus Morris Sr. F,33.5,7.0,13.0,53.8,1.0,2.0,50.0,2.0,2.0,100.0,1.0,7.0,8.0,2.0,0.0,0.0,0.0,0.0,17.0,8.0,"FEB 12, 2019 - BOS @ PHI"
Al Horford C,35.18333333333333,9.0,16.0,56.3,3.0,5.0,60.0,2.0,2.0,100.0,4.0,4.0,8.0,5.0,1.0,4.0,0.0,5.0,23.0,2.0,"FEB 12, 2019 - BOS @ PHI"
Marcus Smart G,33.483333333333334,3.0,14.0,21.4,0.0,8.0,0.0,2.0,4.0,50.0,1.0,3.0,4.0,3.0,1.0,1.0,0.0,3.0,8.0,-3.0,"FEB 12, 2019 - BOS @ PHI"
Terry Rozier G,31.016666666666666,2.0,9.0,22.2,1.0,3.0,33.3,0.0,0.0,0.0,1.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,5.0,-1.0,"FEB 12, 2019 - BOS @ PHI"
Gordon Hayward,28.383333333333333,8.0,11.0,72.7,6.0,7.0,85.7,4.0,4.0,100.0,1.0,3.0,4.0,3.0,2.0,1.0,0.0,3.0,26.0,11.0,"FEB 12, 2019 - BOS @ PHI"
Daniel Theis,12.816666666666666,2.0,2.0,100.0,1.0,1.0,100.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,6.0,1.0,"FEB 12, 2019 - BOS @ PHI"
Jaylen Brown,24.0,3.0,8.0,37.5,0.0,2.0,0.0,1.0,2.0,50.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,7.0,3.0,"FEB 12, 2019 - BOS @ PHI"
Brad Wanamaker,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-6.0,"FEB 12, 2019 - BOS @ PHI"
Jayson Tatum F,29.35,4.0,12.0,33.3,1.0,2.0,50.0,7.0,10.0,70.0,2.0,6.0,8.0,0.0,4.0,1.0,0.0,6.0,16.0,-12.0,"FEB 09, 2019 - BOS vs. LAC"
Marcus Morris Sr. F,31.1,6.0,14.0,42.9,1.0,2.0,50.0,2.0,2.0,100.0,1.0,5.0,6.0,1.0,0.0,1.0,1.0,3.0,15.0,-11.0,"FEB 09, 2019 - BOS vs. LAC"
Al Horford C,32.0,3.0,11.0,27.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,5.0,1.0,1.0,1.0,1.0,6.0,-18.0,"FEB 09, 2019 - BOS vs. LAC"
Marcus Smart G,27.183333333333334,1.0,5.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,2.0,-21.0,"FEB 09, 2019 - BOS vs. LAC"
Kyrie Irving G,14.283333333333333,4.0,7.0,57.1,1.0,1.0,100.0,5.0,5.0,100.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,14.0,15.0,"FEB 09, 2019 - BOS vs. LAC"
Daniel Theis,16.4,4.0,4.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,2.0,3.0,5.0,0.0,1.0,1.0,0.0,2.0,10.0,9.0,"FEB 09, 2019 - BOS vs. LAC"
Gordon Hayward,26.983333333333334,6.0,11.0,54.5,2.0,3.0,66.7,5.0,6.0,83.3,0.0,5.0,5.0,3.0,3.0,1.0,0.0,5.0,19.0,3.0,"FEB 09, 2019 - BOS vs. LAC"
Jaylen Brown,24.05,4.0,14.0,28.6,0.0,5.0,0.0,4.0,6.0,66.7,2.0,3.0,5.0,2.0,0.0,1.0,0.0,3.0,12.0,5.0,"FEB 09, 2019 - BOS vs. LAC"
Terry Rozier,31.183333333333334,6.0,12.0,50.0,2.0,6.0,33.3,2.0,2.0,100.0,0.0,5.0,5.0,3.0,1.0,2.0,0.0,3.0,16.0,-15.0,"FEB 09, 2019 - BOS vs. LAC"
Robert Williams III,1.85,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-5.0,"FEB 09, 2019 - BOS vs. LAC"
Brad Wanamaker,5.616666666666666,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,-5.0,"FEB 09, 2019 - BOS vs. LAC"
Jayson Tatum F,36.46666666666667,9.0,14.0,64.3,1.0,1.0,100.0,3.0,3.0,100.0,1.0,9.0,10.0,5.0,0.0,1.0,0.0,2.0,22.0,-2.0,"FEB 07, 2019 - BOS vs. LAL"
Marcus Morris Sr. F,24.483333333333334,1.0,5.0,20.0,1.0,5.0,20.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,1.0,1.0,0.0,1.0,3.0,-15.0,"FEB 07, 2019 - BOS vs. LAL"
Al Horford C,25.25,5.0,9.0,55.6,1.0,2.0,50.0,1.0,1.0,100.0,3.0,4.0,7.0,2.0,2.0,2.0,1.0,3.0,12.0,-15.0,"FEB 07, 2019 - BOS vs. LAL"
Marcus Smart G,24.433333333333334,2.0,10.0,20.0,2.0,9.0,22.2,0.0,0.0,0.0,1.0,1.0,2.0,5.0,0.0,0.0,1.0,1.0,6.0,-17.0,"FEB 07, 2019 - BOS vs. LAL"
Kyrie Irving G,35.766666666666666,6.0,21.0,28.6,2.0,6.0,33.3,10.0,10.0,100.0,1.0,6.0,7.0,8.0,3.0,1.0,0.0,2.0,24.0,-14.0,"FEB 07, 2019 - BOS vs. LAL"
Gordon Hayward,26.033333333333335,2.0,5.0,40.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,0.0,0.0,0.0,1.0,4.0,19.0,"FEB 07, 2019 - BOS vs. LAL"
Jaylen Brown,25.416666666666668,7.0,10.0,70.0,2.0,4.0,50.0,2.0,2.0,100.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,18.0,11.0,"FEB 07, 2019 - BOS vs. LAL"
Terry Rozier,19.4,5.0,9.0,55.6,5.0,7.0,71.4,4.0,4.0,100.0,0.0,4.0,4.0,6.0,0.0,1.0,0.0,0.0,19.0,14.0,"FEB 07, 2019 - BOS vs. LAL"
Daniel Theis,22.75,9.0,11.0,81.8,2.0,2.0,100.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,1.0,0.0,2.0,4.0,20.0,14.0,"FEB 07, 2019 - BOS vs. LAL"
Jayson Tatum F,34.3,6.0,13.0,46.2,1.0,3.0,33.3,12.0,12.0,100.0,1.0,6.0,7.0,2.0,1.0,1.0,3.0,0.0,25.0,5.0,"FEB 05, 2019 - BOS @ CLE"
Jaylen Brown F,28.533333333333335,6.0,19.0,31.6,1.0,4.0,25.0,0.0,0.0,0.0,4.0,3.0,7.0,0.0,2.0,2.0,0.0,2.0,13.0,-3.0,"FEB 05, 2019 - BOS @ CLE"
Al Horford C,29.9,4.0,9.0,44.4,1.0,4.0,25.0,0.0,0.0,0.0,2.0,4.0,6.0,8.0,2.0,0.0,3.0,2.0,9.0,1.0,"FEB 05, 2019 - BOS @ CLE"
Marcus Smart G,31.566666666666666,6.0,10.0,60.0,4.0,5.0,80.0,1.0,1.0,100.0,1.0,4.0,5.0,4.0,2.0,1.0,0.0,3.0,17.0,6.0,"FEB 05, 2019 - BOS @ CLE"
Terry Rozier G,32.2,3.0,9.0,33.3,2.0,5.0,40.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,2.0,2.0,0.0,4.0,8.0,0.0,"FEB 05, 2019 - BOS @ CLE"
Gordon Hayward,30.6,9.0,14.0,64.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,5.0,2.0,1.0,1.0,0.0,18.0,10.0,"FEB 05, 2019 - BOS @ CLE"
Brad Wanamaker,17.65,3.0,5.0,60.0,0.0,2.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,"FEB 05, 2019 - BOS @ CLE"
Daniel Theis,18.1,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,1.0,1.0,2.0,0.0,6.0,6.0,"FEB 05, 2019 - BOS @ CLE"
Semi Ojeleye,17.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,10.0,"FEB 05, 2019 - BOS @ CLE"
Jayson Tatum F,30.583333333333332,4.0,8.0,50.0,0.0,2.0,0.0,3.0,4.0,75.0,0.0,7.0,7.0,2.0,0.0,2.0,2.0,3.0,11.0,12.0,"FEB 03, 2019 - BOS vs. OKC"
Marcus Morris Sr. F,33.38333333333333,8.0,14.0,57.1,2.0,8.0,25.0,1.0,1.0,100.0,1.0,6.0,7.0,1.0,3.0,0.0,0.0,4.0,19.0,5.0,"FEB 03, 2019 - BOS vs. OKC"
Al Horford C,30.666666666666668,8.0,13.0,61.5,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,1.0,2.0,1.0,3.0,17.0,6.0,"FEB 03, 2019 - BOS vs. OKC"
Marcus Smart G,27.933333333333334,6.0,11.0,54.5,4.0,9.0,44.4,2.0,2.0,100.0,0.0,4.0,4.0,7.0,0.0,2.0,0.0,1.0,18.0,4.0,"FEB 03, 2019 - BOS vs. OKC"
Kyrie Irving G,36.81666666666667,14.0,19.0,73.7,1.0,5.0,20.0,1.0,1.0,100.0,1.0,3.0,4.0,11.0,4.0,0.0,1.0,5.0,30.0,5.0,"FEB 03, 2019 - BOS vs. OKC"
Gordon Hayward,23.716666666666665,1.0,6.0,16.7,0.0,0.0,0.0,1.0,1.0,100.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,1.0,3.0,2.0,"FEB 03, 2019 - BOS vs. OKC"
Jaylen Brown,22.633333333333333,4.0,6.0,66.7,2.0,2.0,100.0,2.0,4.0,50.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0,12.0,-5.0,"FEB 03, 2019 - BOS vs. OKC"
Terry Rozier,16.933333333333334,4.0,8.0,50.0,1.0,4.0,25.0,1.0,2.0,50.0,0.0,7.0,7.0,2.0,3.0,0.0,1.0,0.0,10.0,-3.0,"FEB 03, 2019 - BOS vs. OKC"
Daniel Theis,17.333333333333332,5.0,6.0,83.3,2.0,2.0,100.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,14.0,-1.0,"FEB 03, 2019 - BOS vs. OKC"
Marcus Morris Sr. F,29.65,7.0,14.0,50.0,4.0,9.0,44.4,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,2.0,0.0,0.0,18.0,15.0,"FEB 01, 2019 - BOS @ NYK"
Jayson Tatum F,25.633333333333333,6.0,15.0,40.0,1.0,6.0,16.7,0.0,0.0,0.0,1.0,4.0,5.0,3.0,0.0,0.0,1.0,4.0,13.0,12.0,"FEB 01, 2019 - BOS @ NYK"
Al Horford C,26.983333333333334,7.0,12.0,58.3,0.0,1.0,0.0,0.0,0.0,0.0,4.0,5.0,9.0,4.0,1.0,0.0,1.0,1.0,14.0,12.0,"FEB 01, 2019 - BOS @ NYK"
Kyrie Irving G,35.583333333333336,9.0,20.0,45.0,2.0,5.0,40.0,3.0,3.0,100.0,2.0,8.0,10.0,6.0,4.0,2.0,0.0,3.0,23.0,7.0,"FEB 01, 2019 - BOS @ NYK"
Marcus Smart G,28.516666666666666,1.0,3.0,33.3,1.0,2.0,50.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,3.0,7.0,"FEB 01, 2019 - BOS @ NYK"
Gordon Hayward,21.05,5.0,8.0,62.5,2.0,3.0,66.7,2.0,2.0,100.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,14.0,8.0,"FEB 01, 2019 - BOS @ NYK"
Aron Baynes,21.266666666666666,3.0,6.0,50.0,1.0,2.0,50.0,2.0,4.0,50.0,1.0,2.0,3.0,0.0,1.0,1.0,2.0,4.0,9.0,1.0,"FEB 01, 2019 - BOS @ NYK"
Terry Rozier,24.75,2.0,9.0,22.2,2.0,5.0,40.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,1.0,1.0,0.0,6.0,5.0,"FEB 01, 2019 - BOS @ NYK"
Jaylen Brown,21.216666666666665,5.0,12.0,41.7,0.0,4.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0,2.0,11.0,1.0,"FEB 01, 2019 - BOS @ NYK"
Semi Ojeleye,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"FEB 01, 2019 - BOS @ NYK"
Guerschon Yabusele,1.25,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,"FEB 01, 2019 - BOS @ NYK"
Jayson Tatum F,27.066666666666666,9.0,15.0,60.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,4.0,5.0,1.0,0.0,0.0,1.0,1.0,20.0,26.0,"JAN 30, 2019 - BOS vs. CHA"
Marcus Morris Sr. F,26.75,6.0,11.0,54.5,1.0,3.0,33.3,2.0,2.0,100.0,0.0,7.0,7.0,3.0,1.0,0.0,0.0,1.0,15.0,10.0,"JAN 30, 2019 - BOS vs. CHA"
Al Horford C,24.183333333333334,7.0,9.0,77.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,7.0,5.0,1.0,2.0,2.0,1.0,14.0,19.0,"JAN 30, 2019 - BOS vs. CHA"
Marcus Smart G,29.0,1.0,6.0,16.7,1.0,4.0,25.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,2.0,1.0,1.0,3.0,3.0,22.0,"JAN 30, 2019 - BOS vs. CHA"
Terry Rozier G,27.066666666666666,5.0,10.0,50.0,3.0,5.0,60.0,4.0,4.0,100.0,0.0,5.0,5.0,10.0,1.0,3.0,0.0,1.0,17.0,26.0,"JAN 30, 2019 - BOS vs. CHA"
Gordon Hayward,23.516666666666666,5.0,10.0,50.0,1.0,1.0,100.0,1.0,2.0,50.0,1.0,4.0,5.0,3.0,2.0,2.0,1.0,1.0,12.0,31.0,"JAN 30, 2019 - BOS vs. CHA"
Jaylen Brown,29.616666666666667,10.0,18.0,55.6,2.0,8.0,25.0,2.0,2.0,100.0,1.0,9.0,10.0,2.0,2.0,1.0,0.0,1.0,24.0,19.0,"JAN 30, 2019 - BOS vs. CHA"
Aron Baynes,8.95,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,-2.0,"JAN 30, 2019 - BOS vs. CHA"
Brad Wanamaker,15.083333333333334,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,5.0,-6.0,"JAN 30, 2019 - BOS vs. CHA"
Daniel Theis,14.866666666666667,1.0,1.0,100.0,0.0,0.0,0.0,3.0,4.0,75.0,2.0,5.0,7.0,1.0,0.0,0.0,2.0,3.0,5.0,15.0,"JAN 30, 2019 - BOS vs. CHA"
Semi Ojeleye,7.75,2.0,4.0,50.0,1.0,2.0,50.0,2.0,2.0,100.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,"JAN 30, 2019 - BOS vs. CHA"
Guerschon Yabusele,6.15,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,2.0,-3.0,"JAN 30, 2019 - BOS vs. CHA"
Jayson Tatum F,30.433333333333334,3.0,9.0,33.3,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,1.0,2.0,1.0,2.0,1.0,6.0,7.0,"JAN 28, 2019 - BOS vs. BKN"
Marcus Morris Sr. F,30.766666666666666,6.0,13.0,46.2,1.0,4.0,25.0,2.0,2.0,100.0,2.0,6.0,8.0,3.0,4.0,1.0,2.0,3.0,15.0,3.0,"JAN 28, 2019 - BOS vs. BKN"
Al Horford C,29.3,6.0,11.0,54.5,0.0,1.0,0.0,2.0,2.0,100.0,4.0,7.0,11.0,5.0,2.0,1.0,6.0,0.0,14.0,-4.0,"JAN 28, 2019 - BOS vs. BKN"
Marcus Smart G,32.96666666666667,7.0,15.0,46.7,4.0,10.0,40.0,3.0,4.0,75.0,0.0,2.0,2.0,7.0,2.0,5.0,2.0,0.0,21.0,2.0,"JAN 28, 2019 - BOS vs. BKN"
Terry Rozier G,35.25,6.0,15.0,40.0,2.0,8.0,25.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,1.0,2.0,0.0,3.0,14.0,2.0,"JAN 28, 2019 - BOS vs. BKN"
Gordon Hayward,20.533333333333335,1.0,6.0,16.7,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,2.0,11.0,"JAN 28, 2019 - BOS vs. BKN"
Aron Baynes,21.383333333333333,6.0,11.0,54.5,2.0,5.0,40.0,2.0,2.0,100.0,4.0,2.0,6.0,1.0,2.0,0.0,3.0,5.0,16.0,14.0,"JAN 28, 2019 - BOS vs. BKN"
Jaylen Brown,31.5,9.0,16.0,56.3,3.0,5.0,60.0,0.0,0.0,0.0,3.0,3.0,6.0,2.0,0.0,0.0,0.0,3.0,21.0,13.0,"JAN 28, 2019 - BOS vs. BKN"
Brad Wanamaker,5.666666666666667,1.0,3.0,33.3,1.0,1.0,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,-3.0,"JAN 28, 2019 - BOS vs. BKN"
Semi Ojeleye,2.216666666666667,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,"JAN 28, 2019 - BOS vs. BKN"
Jayson Tatum F,31.333333333333332,7.0,15.0,46.7,3.0,5.0,60.0,3.0,3.0,100.0,0.0,5.0,5.0,3.0,0.0,0.0,1.0,1.0,20.0,4.0,"JAN 26, 2019 - BOS vs. GSW"
Marcus Morris Sr. F,28.75,3.0,12.0,25.0,2.0,6.0,33.3,1.0,2.0,50.0,4.0,5.0,9.0,2.0,0.0,0.0,0.0,2.0,9.0,-2.0,"JAN 26, 2019 - BOS vs. GSW"
Al Horford C,34.63333333333333,10.0,15.0,66.7,2.0,5.0,40.0,0.0,0.0,0.0,5.0,8.0,13.0,3.0,5.0,1.0,2.0,5.0,22.0,9.0,"JAN 26, 2019 - BOS vs. GSW"
Marcus Smart G,28.783333333333335,4.0,11.0,36.4,2.0,7.0,28.6,2.0,2.0,100.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,2.0,12.0,2.0,"JAN 26, 2019 - BOS vs. GSW"
Kyrie Irving G,39.88333333333333,12.0,27.0,44.4,4.0,10.0,40.0,4.0,4.0,100.0,3.0,3.0,6.0,10.0,4.0,2.0,0.0,4.0,32.0,0.0,"JAN 26, 2019 - BOS vs. GSW"
Gordon Hayward,22.116666666666667,0.0,5.0,0.0,0.0,1.0,0.0,2.0,2.0,100.0,0.0,7.0,7.0,2.0,1.0,2.0,1.0,1.0,2.0,-8.0,"JAN 26, 2019 - BOS vs. GSW"
Jaylen Brown,22.483333333333334,3.0,8.0,37.5,2.0,5.0,40.0,2.0,2.0,100.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,4.0,10.0,-8.0,"JAN 26, 2019 - BOS vs. GSW"
Terry Rozier,18.65,1.0,4.0,25.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,-4.0,"JAN 26, 2019 - BOS vs. GSW"
Aron Baynes,9.666666666666666,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,-11.0,"JAN 26, 2019 - BOS vs. GSW"
Daniel Theis,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,"JAN 26, 2019 - BOS vs. GSW"
Jayson Tatum F,30.916666666666668,7.0,16.0,43.8,0.0,0.0,0.0,1.0,1.0,100.0,0.0,2.0,2.0,3.0,3.0,3.0,0.0,2.0,15.0,6.0,"JAN 23, 2019 - BOS vs. CLE"
Marcus Morris Sr. F,25.366666666666667,5.0,12.0,41.7,1.0,5.0,20.0,0.0,0.0,0.0,1.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,11.0,14.0,"JAN 23, 2019 - BOS vs. CLE"
Aron Baynes C,22.35,1.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,1.0,0.0,0.0,0.0,4.0,2.0,14.0,"JAN 23, 2019 - BOS vs. CLE"
Marcus Smart G,25.116666666666667,2.0,7.0,28.6,2.0,6.0,33.3,3.0,3.0,100.0,0.0,1.0,1.0,4.0,3.0,1.0,0.0,1.0,9.0,14.0,"JAN 23, 2019 - BOS vs. CLE"
Terry Rozier G,29.783333333333335,9.0,13.0,69.2,4.0,5.0,80.0,4.0,4.0,100.0,1.0,7.0,8.0,6.0,2.0,1.0,0.0,0.0,26.0,1.0,"JAN 23, 2019 - BOS vs. CLE"
Gordon Hayward,25.35,6.0,10.0,60.0,0.0,2.0,0.0,6.0,7.0,85.7,2.0,3.0,5.0,0.0,2.0,2.0,0.0,1.0,18.0,3.0,"JAN 23, 2019 - BOS vs. CLE"
Jaylen Brown,25.183333333333334,8.0,12.0,66.7,2.0,3.0,66.7,5.0,6.0,83.3,0.0,6.0,6.0,0.0,1.0,1.0,0.0,2.0,23.0,15.0,"JAN 23, 2019 - BOS vs. CLE"
Robert Williams III,13.483333333333333,2.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,4.0,0.0,"JAN 23, 2019 - BOS vs. CLE"
Daniel Theis,14.883333333333333,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,0.0,1.0,0.0,1.0,2.0,9.0,"JAN 23, 2019 - BOS vs. CLE"
Brad Wanamaker,20.3,3.0,5.0,60.0,3.0,4.0,75.0,2.0,2.0,100.0,0.0,2.0,2.0,3.0,1.0,0.0,1.0,2.0,11.0,22.0,"JAN 23, 2019 - BOS vs. CLE"
Guerschon Yabusele,4.55,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,-1.0,"JAN 23, 2019 - BOS vs. CLE"
Semi Ojeleye,2.716666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"JAN 23, 2019 - BOS vs. CLE"
Jayson Tatum F,31.05,8.0,13.0,61.5,3.0,3.0,100.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,4.0,0.0,0.0,2.0,19.0,18.0,"JAN 21, 2019 - BOS vs. MIA"
Marcus Morris Sr. F,30.65,6.0,11.0,54.5,2.0,7.0,28.6,3.0,3.0,100.0,1.0,3.0,4.0,2.0,0.0,1.0,0.0,2.0,17.0,25.0,"JAN 21, 2019 - BOS vs. MIA"
Al Horford C,32.416666666666664,8.0,11.0,72.7,0.0,1.0,0.0,0.0,0.0,0.0,6.0,6.0,12.0,4.0,4.0,1.0,3.0,2.0,16.0,30.0,"JAN 21, 2019 - BOS vs. MIA"
Marcus Smart G,34.25,2.0,7.0,28.6,2.0,6.0,33.3,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,1.0,1.0,4.0,6.0,16.0,"JAN 21, 2019 - BOS vs. MIA"
Kyrie Irving G,34.233333333333334,11.0,19.0,57.9,2.0,5.0,40.0,2.0,3.0,66.7,0.0,3.0,3.0,10.0,3.0,8.0,1.0,2.0,26.0,25.0,"JAN 21, 2019 - BOS vs. MIA"
Gordon Hayward,19.066666666666666,2.0,6.0,33.3,1.0,3.0,33.3,2.0,2.0,100.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,3.0,7.0,-12.0,"JAN 21, 2019 - BOS vs. MIA"
Terry Rozier,17.75,1.0,6.0,16.7,1.0,3.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,-16.0,"JAN 21, 2019 - BOS vs. MIA"
Jaylen Brown,20.016666666666666,3.0,9.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,2.0,0.0,2.0,6.0,-17.0,"JAN 21, 2019 - BOS vs. MIA"
Aron Baynes,14.8,1.0,4.0,25.0,0.0,1.0,0.0,2.0,2.0,100.0,1.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,4.0,-22.0,"JAN 21, 2019 - BOS vs. MIA"
Semi Ojeleye,5.783333333333333,1.0,1.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,-7.0,"JAN 21, 2019 - BOS vs. MIA"
Jayson Tatum F,34.6,7.0,13.0,53.8,0.0,0.0,0.0,5.0,5.0,100.0,1.0,4.0,5.0,2.0,1.0,1.0,3.0,1.0,19.0,2.0,"JAN 19, 2019 - BOS @ ATL"
Marcus Morris Sr. F,28.316666666666666,3.0,10.0,30.0,2.0,5.0,40.0,0.0,0.0,0.0,1.0,6.0,7.0,1.0,1.0,1.0,1.0,2.0,8.0,-3.0,"JAN 19, 2019 - BOS @ ATL"
Al Horford C,27.55,4.0,11.0,36.4,1.0,4.0,25.0,4.0,4.0,100.0,4.0,5.0,9.0,0.0,3.0,0.0,2.0,2.0,13.0,-6.0,"JAN 19, 2019 - BOS @ ATL"
Marcus Smart G,17.25,1.0,4.0,25.0,0.0,3.0,0.0,2.0,2.0,100.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,4.0,-7.0,"JAN 19, 2019 - BOS @ ATL"
Kyrie Irving G,36.53333333333333,11.0,19.0,57.9,5.0,8.0,62.5,5.0,5.0,100.0,1.0,2.0,3.0,5.0,4.0,1.0,0.0,1.0,32.0,5.0,"JAN 19, 2019 - BOS @ ATL"
Jaylen Brown,27.9,3.0,10.0,30.0,2.0,5.0,40.0,6.0,8.0,75.0,0.0,4.0,4.0,2.0,2.0,3.0,0.0,1.0,14.0,16.0,"JAN 19, 2019 - BOS @ ATL"
Terry Rozier,29.216666666666665,4.0,12.0,33.3,1.0,5.0,20.0,0.0,0.0,0.0,1.0,10.0,11.0,4.0,3.0,3.0,1.0,1.0,9.0,9.0,"JAN 19, 2019 - BOS @ ATL"
Aron Baynes,15.966666666666667,3.0,4.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,6.0,9.0,"JAN 19, 2019 - BOS @ ATL"
Semi Ojeleye,11.5,1.0,1.0,100.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,"JAN 19, 2019 - BOS @ ATL"
Daniel Theis,5.583333333333333,2.0,2.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,"JAN 19, 2019 - BOS @ ATL"
